,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,result,player
263,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,293,207518,16.0,,Lorenzo Musetti,R,185.0,ITA,21.1,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.8,4-6 7-5 6-4,3,R16,174.0,6.0,0.0,103.0,58.0,33.0,23.0,16.0,6.0,13.0,1.0,6.0,94.0,63.0,37.0,12.0,16.0,6.0,14.0,21.0,1840.0,1.0,7160.0,1,Lorenzo Musetti
264,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,292,206173,7.0,,Jannik Sinner,R,191.0,ITA,21.6,128034,10.0,,Hubert Hurkacz,R,196.0,POL,26.1,3-6 7-6(6) 6-1,3,R16,147.0,3.0,3.0,89.0,52.0,39.0,21.0,13.0,6.0,8.0,15.0,8.0,115.0,60.0,50.0,17.0,15.0,8.0,12.0,8.0,3345.0,13.0,2750.0,1,Jannik Sinner
265,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,291,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.1,100644,13.0,,Alexander Zverev,R,198.0,GER,25.9,3-6 7-5 7-6(7),3,R16,185.0,3.0,8.0,103.0,56.0,40.0,19.0,16.0,5.0,11.0,4.0,4.0,115.0,71.0,44.0,18.0,17.0,7.0,13.0,5.0,5150.0,16.0,2410.0,1,Daniil Medvedev
266,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,290,208029,6.0,,Holger Rune,R,188.0,DEN,19.9,126610,,,Matteo Berrettini,R,196.0,ITA,26.9,W/O,3,R16,0.0,,,,,,,,,,,,,,,,,,,9.0,3335.0,22.0,1742.0,1,Holger Rune
267,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,289,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.4,111575,9.0,,Karen Khachanov,R,198.0,RUS,26.8,7-6(4) 6-2,3,R16,90.0,5.0,0.0,63.0,41.0,27.0,15.0,10.0,0.0,1.0,2.0,1.0,64.0,38.0,19.0,17.0,10.0,0.0,3.0,6.0,3470.0,12.0,2855.0,1,Andrey Rublev
268,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,287,126203,8.0,,Taylor Fritz,R,196.0,USA,25.4,208103,,,Jiri Lehecka,R,185.0,CZE,21.4,4-6 6-4 6-1,3,R16,102.0,5.0,2.0,81.0,50.0,37.0,19.0,14.0,7.0,9.0,2.0,2.0,68.0,43.0,30.0,13.0,13.0,3.0,7.0,10.0,3065.0,42.0,978.0,1,Taylor Fritz
269,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,286,126774,2.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,111797,,,Nicolas Jarry,R,201.0,CHI,27.4,6-3 6-4,3,R16,93.0,8.0,0.0,61.0,40.0,32.0,12.0,10.0,2.0,2.0,3.0,3.0,72.0,49.0,35.0,7.0,9.0,8.0,10.0,3.0,5770.0,58.0,814.0,1,Stefanos Tsitsipas
270,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,285,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.8,123809,,Q,Ivan Gakhov,L,191.0,RUS,26.4,7-6(5) 6-2,3,R32,107.0,4.0,2.0,65.0,39.0,30.0,16.0,10.0,3.0,4.0,5.0,7.0,77.0,39.0,25.0,19.0,10.0,4.0,7.0,1.0,7160.0,198.0,292.0,1,Novak Djokovic
271,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,284,207518,16.0,,Lorenzo Musetti,R,185.0,ITA,21.1,208134,,Q,Luca Nardi,R,185.0,ITA,19.6,6-0 6-0,3,R32,50.0,1.0,0.0,33.0,21.0,18.0,7.0,6.0,1.0,1.0,0.0,1.0,38.0,28.0,10.0,1.0,6.0,1.0,7.0,21.0,1840.0,159.0,372.0,1,Lorenzo Musetti
272,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,282,206173,7.0,,Jannik Sinner,R,191.0,ITA,21.6,106043,,,Diego Schwartzman,R,170.0,ARG,30.6,6-0 3-1 RET,3,R32,42.0,2.0,2.0,25.0,12.0,10.0,10.0,5.0,0.0,0.0,0.0,7.0,26.0,14.0,4.0,2.0,5.0,0.0,4.0,8.0,3345.0,37.0,1025.0,1,Jannik Sinner
273,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,281,106421,3.0,,Daniil Medvedev,R,198.0,RUS,27.1,132283,,WC,Lorenzo Sonego,R,191.0,ITA,27.9,6-3 6-2,3,R32,88.0,2.0,4.0,53.0,30.0,27.0,11.0,9.0,1.0,1.0,0.0,2.0,58.0,27.0,15.0,15.0,8.0,6.0,9.0,5.0,5150.0,45.0,915.0,1,Daniil Medvedev
274,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,280,100644,13.0,,Alexander Zverev,R,198.0,GER,25.9,105138,,,Roberto Bautista Agut,R,183.0,ESP,34.9,6-4 6-4,3,R32,107.0,11.0,5.0,65.0,47.0,35.0,7.0,10.0,2.0,3.0,2.0,2.0,67.0,41.0,26.0,12.0,10.0,3.0,6.0,16.0,2410.0,29.0,1395.0,1,Alexander Zverev
275,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,278,208029,6.0,,Holger Rune,R,188.0,DEN,19.9,106233,,WC,Dominic Thiem,R,185.0,AUT,29.5,6-2 6-4,3,R32,95.0,0.0,3.0,56.0,35.0,28.0,11.0,9.0,2.0,2.0,2.0,1.0,58.0,32.0,22.0,11.0,9.0,6.0,9.0,9.0,3335.0,106.0,555.0,1,Holger Rune
276,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,277,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.4,144719,,,Jaume Munar,R,183.0,ESP,25.9,4-6 6-2 6-2,3,R32,135.0,1.0,1.0,90.0,40.0,27.0,25.0,13.0,5.0,8.0,1.0,3.0,73.0,44.0,24.0,14.0,13.0,4.0,10.0,6.0,3470.0,83.0,685.0,1,Andrey Rublev
277,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,274,134770,4.0,,Casper Ruud,R,183.0,NOR,24.2,122298,,,Botic Van De Zandschulp,R,191.0,NED,27.5,7-5 7-6(1),3,R32,135.0,2.0,3.0,83.0,44.0,30.0,19.0,12.0,4.0,8.0,3.0,3.0,82.0,45.0,27.0,14.0,12.0,8.0,13.0,4.0,5255.0,31.0,1250.0,1,Casper Ruud
278,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,273,126203,8.0,,Taylor Fritz,R,196.0,USA,25.4,104527,,WC,Stan Wawrinka,R,183.0,SUI,38.0,7-6(10) 6-2,3,R32,98.0,8.0,1.0,68.0,39.0,32.0,19.0,10.0,5.0,5.0,2.0,2.0,72.0,42.0,32.0,13.0,10.0,3.0,5.0,10.0,3065.0,90.0,647.0,1,Taylor Fritz
279,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,270,126774,2.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,126127,,,Benjamin Bonzi,R,183.0,FRA,26.8,4-1 RET,3,R32,22.0,1.0,0.0,15.0,9.0,8.0,4.0,3.0,0.0,0.0,1.0,1.0,16.0,9.0,8.0,0.0,2.0,0.0,1.0,3.0,5770.0,48.0,901.0,1,Stefanos Tsitsipas
280,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,266,207518,16.0,,Lorenzo Musetti,R,185.0,ITA,21.1,200175,,,Miomir Kecmanovic,R,183.0,SRB,23.6,7-6(1) 6-0,3,R64,89.0,6.0,2.0,59.0,37.0,30.0,14.0,9.0,2.0,2.0,1.0,0.0,54.0,34.0,18.0,10.0,9.0,0.0,3.0,21.0,1840.0,34.0,1125.0,1,Lorenzo Musetti
281,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,264,207733,,,Jack Draper,L,193.0,GBR,21.2,202104,,,Sebastian Baez,R,170.0,ARG,22.2,6-3 7-5,3,R64,111.0,6.0,4.0,91.0,61.0,41.0,14.0,11.0,11.0,12.0,1.0,1.0,59.0,40.0,27.0,9.0,10.0,1.0,4.0,56.0,839.0,32.0,1215.0,1,Jack Draper
282,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,258,100644,13.0,,Alexander Zverev,R,198.0,GER,25.9,122330,,,Alexander Bublik,R,196.0,KAZ,25.8,3-6 6-2 6-4,3,R64,120.0,3.0,2.0,69.0,39.0,29.0,14.0,13.0,2.0,6.0,7.0,10.0,88.0,48.0,32.0,16.0,14.0,11.0,17.0,16.0,2410.0,53.0,865.0,1,Alexander Zverev
283,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,249,200282,14.0,,Alex De Minaur,R,183.0,AUS,24.1,104918,,,Andy Murray,R,191.0,GBR,35.9,6-1 6-3,3,R64,86.0,1.0,0.0,43.0,15.0,12.0,20.0,8.0,0.0,0.0,1.0,1.0,48.0,24.0,15.0,9.0,8.0,2.0,6.0,19.0,2050.0,54.0,860.0,1,Alex De Minaur
284,2023-0410,Monte Carlo Masters,Clay,64,M,20230410,243,105777,,,Grigor Dimitrov,R,191.0,BUL,31.9,210097,,,Ben Shelton,L,193.0,USA,20.5,6-1 3-6 6-3,3,R64,131.0,10.0,4.0,74.0,46.0,37.0,17.0,13.0,1.0,2.0,9.0,4.0,108.0,67.0,48.0,13.0,12.0,15.0,18.0,25.0,1485.0,39.0,1019.0,1,Grigor Dimitrov
285,2023-0425,Barcelona,Clay,64,A,20230417,300,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,126774,2.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,6-3 6-4,3,F,78.0,3.0,1.0,48.0,37.0,30.0,8.0,10.0,1.0,2.0,1.0,1.0,53.0,30.0,21.0,11.0,9.0,3.0,6.0,2.0,6770.0,5.0,4950.0,1,Carlos Alcaraz
286,2023-0425,Barcelona,Clay,64,A,20230417,299,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,105554,12.0,,Daniel Evans,R,175.0,GBR,32.9,6-2 6-2,3,SF,80.0,4.0,0.0,51.0,33.0,23.0,10.0,8.0,3.0,4.0,0.0,4.0,49.0,28.0,13.0,8.0,8.0,2.0,7.0,2.0,6770.0,26.0,1390.0,1,Carlos Alcaraz
287,2023-0425,Barcelona,Clay,64,A,20230417,298,126774,2.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,207518,9.0,,Lorenzo Musetti,R,185.0,ITA,21.1,6-4 5-7 6-3,3,SF,148.0,5.0,4.0,92.0,62.0,42.0,14.0,16.0,5.0,10.0,0.0,3.0,95.0,71.0,41.0,9.0,15.0,5.0,11.0,5.0,4950.0,20.0,1930.0,1,Stefanos Tsitsipas
288,2023-0425,Barcelona,Clay,64,A,20230417,297,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,200221,10.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.8,7-6(5) 6-4,3,QF,130.0,1.0,3.0,88.0,49.0,33.0,18.0,11.0,8.0,11.0,1.0,2.0,78.0,52.0,34.0,10.0,11.0,7.0,11.0,2.0,6770.0,38.0,1025.0,1,Carlos Alcaraz
289,2023-0425,Barcelona,Clay,64,A,20230417,295,207518,9.0,,Lorenzo Musetti,R,185.0,ITA,21.1,206173,4.0,,Jannik Sinner,R,191.0,ITA,21.6,W/O,3,QF,0.0,,,,,,,,,,,,,,,,,,,20.0,1930.0,8.0,3525.0,1,Lorenzo Musetti
290,2023-0425,Barcelona,Clay,64,A,20230417,294,126774,2.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,200282,8.0,,Alex De Minaur,R,183.0,AUS,24.1,6-4 6-2,3,QF,81.0,1.0,0.0,51.0,29.0,21.0,16.0,9.0,1.0,1.0,0.0,5.0,57.0,27.0,20.0,14.0,9.0,6.0,9.0,5.0,4950.0,19.0,2050.0,1,Stefanos Tsitsipas
291,2023-0425,Barcelona,Clay,64,A,20230417,293,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,105138,13.0,,Roberto Bautista Agut,R,183.0,ESP,35.0,6-3 7-5,3,R16,113.0,3.0,3.0,75.0,42.0,26.0,18.0,11.0,4.0,7.0,1.0,2.0,69.0,42.0,19.0,15.0,10.0,5.0,10.0,2.0,6770.0,25.0,1440.0,1,Carlos Alcaraz
292,2023-0425,Barcelona,Clay,64,A,20230417,289,207518,9.0,,Lorenzo Musetti,R,185.0,ITA,21.1,111815,7.0,,Cameron Norrie,L,188.0,GBR,27.6,3-6 6-4 6-1,3,R16,124.0,1.0,1.0,91.0,64.0,40.0,15.0,13.0,6.0,8.0,2.0,1.0,70.0,50.0,31.0,10.0,13.0,2.0,6.0,20.0,1930.0,13.0,2735.0,1,Lorenzo Musetti
293,2023-0425,Barcelona,Clay,64,A,20230417,288,206173,4.0,,Jannik Sinner,R,191.0,ITA,21.6,106415,16.0,,Yoshihito Nishioka,L,170.0,JPN,27.5,6-1 4-6 6-3,3,R16,128.0,4.0,2.0,73.0,32.0,24.0,19.0,13.0,4.0,9.0,0.0,1.0,93.0,54.0,27.0,16.0,13.0,8.0,16.0,8.0,3525.0,35.0,1093.0,1,Jannik Sinner
294,2023-0425,Barcelona,Clay,64,A,20230417,287,200282,8.0,,Alex De Minaur,R,183.0,AUS,24.1,105777,11.0,,Grigor Dimitrov,R,191.0,BUL,31.9,W/O,3,R16,0.0,,,,,,,,,,,,,,,,,,,19.0,2050.0,31.0,1170.0,1,Alex De Minaur
295,2023-0425,Barcelona,Clay,64,A,20230417,286,126774,2.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,133430,14.0,,Denis Shapovalov,L,185.0,CAN,24.0,6-3 6-2,3,R16,77.0,1.0,3.0,56.0,37.0,27.0,12.0,8.0,2.0,2.0,5.0,12.0,63.0,29.0,21.0,12.0,9.0,5.0,9.0,5.0,4950.0,28.0,1380.0,1,Stefanos Tsitsipas
296,2023-0425,Barcelona,Clay,64,A,20230417,285,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,132686,,,Nuno Borges,R,185.0,POR,26.1,6-3 6-1,3,R32,63.0,0.0,2.0,43.0,21.0,16.0,15.0,8.0,1.0,2.0,0.0,1.0,47.0,25.0,17.0,5.0,8.0,2.0,7.0,2.0,6770.0,79.0,711.0,1,Carlos Alcaraz
297,2023-0425,Barcelona,Clay,64,A,20230417,281,134770,3.0,,Casper Ruud,R,183.0,NOR,24.3,210097,,,Ben Shelton,L,193.0,USA,20.5,6-2 7-6(1),3,R32,99.0,0.0,2.0,69.0,51.0,39.0,8.0,10.0,4.0,5.0,3.0,1.0,69.0,41.0,26.0,13.0,10.0,5.0,8.0,3.0,5255.0,37.0,1029.0,1,Casper Ruud
298,2023-0425,Barcelona,Clay,64,A,20230417,276,207518,9.0,,Lorenzo Musetti,R,185.0,ITA,21.1,106186,,,Jason Kubler,R,178.0,AUS,29.9,6-3 6-1,3,R32,73.0,2.0,0.0,47.0,30.0,21.0,10.0,8.0,1.0,2.0,1.0,2.0,47.0,27.0,11.0,9.0,8.0,4.0,9.0,20.0,1930.0,66.0,769.0,1,Lorenzo Musetti
299,2023-0425,Barcelona,Clay,64,A,20230417,274,206173,4.0,,Jannik Sinner,R,191.0,ITA,21.6,106043,,,Diego Schwartzman,R,170.0,ARG,30.6,6-2 6-4,3,R32,100.0,1.0,2.0,60.0,36.0,20.0,16.0,9.0,5.0,8.0,1.0,3.0,60.0,34.0,16.0,10.0,9.0,3.0,9.0,8.0,3525.0,48.0,890.0,1,Jannik Sinner
300,2023-0425,Barcelona,Clay,64,A,20230417,273,200282,8.0,,Alex De Minaur,R,183.0,AUS,24.1,207686,,,Alexander Shevchenko,R,185.0,KAZ,22.3,6-0 6-1,3,R32,62.0,0.0,1.0,40.0,18.0,16.0,12.0,6.0,3.0,3.0,0.0,3.0,50.0,21.0,9.0,10.0,7.0,3.0,9.0,19.0,2050.0,98.0,610.0,1,Alex De Minaur
301,2023-0425,Barcelona,Clay,64,A,20230417,272,105777,11.0,,Grigor Dimitrov,R,191.0,BUL,31.9,105877,,,Emilio Gomez,R,185.0,ECU,31.3,6-3 6-1,3,R32,63.0,6.0,2.0,42.0,27.0,25.0,6.0,8.0,0.0,1.0,1.0,3.0,47.0,23.0,13.0,7.0,8.0,1.0,6.0,31.0,1170.0,120.0,497.0,1,Grigor Dimitrov
302,2023-0425,Barcelona,Clay,64,A,20230417,270,126774,2.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,106398,,,Pedro Cachin,R,185.0,ARG,28.0,6-4 6-2,3,R32,78.0,1.0,0.0,54.0,34.0,29.0,10.0,9.0,0.0,0.0,2.0,1.0,55.0,36.0,24.0,8.0,9.0,0.0,3.0,5.0,4950.0,69.0,747.0,1,Stefanos Tsitsipas
303,2023-0425,Barcelona,Clay,64,A,20230417,260,210097,,,Ben Shelton,L,193.0,USA,20.5,111456,,,Mackenzie Mcdonald,R,178.0,USA,28.0,7-5 6-4,3,R64,98.0,9.0,2.0,68.0,49.0,33.0,8.0,11.0,1.0,4.0,1.0,1.0,68.0,44.0,27.0,10.0,11.0,1.0,6.0,37.0,1029.0,54.0,865.0,1,Ben Shelton
304,2023-0308,Munich,Clay,32,A,20230417,300,208029,1.0,,Holger Rune,R,188.0,DEN,19.9,122298,4.0,,Botic Van De Zandschulp,R,191.0,NED,27.5,6-4 1-6 7-6(3),3,F,172.0,4.0,7.0,96.0,61.0,38.0,16.0,14.0,6.0,12.0,3.0,2.0,113.0,78.0,51.0,15.0,15.0,9.0,14.0,7.0,3865.0,29.0,1250.0,1,Holger Rune
305,2023-0308,Munich,Clay,32,A,20230417,299,208029,1.0,,Holger Rune,R,188.0,DEN,19.9,106331,,,Christopher Oconnell,R,183.0,AUS,28.8,6-3 6-2,3,SF,79.0,3.0,3.0,64.0,43.0,35.0,8.0,9.0,8.0,8.0,1.0,2.0,44.0,21.0,14.0,11.0,8.0,1.0,4.0,7.0,3865.0,82.0,700.0,1,Holger Rune
306,2023-0308,Munich,Clay,32,A,20230417,297,208029,1.0,,Holger Rune,R,188.0,DEN,19.9,106426,,,Cristian Garin,R,185.0,CHI,26.8,6-2 6-4,3,QF,93.0,2.0,4.0,68.0,37.0,28.0,15.0,9.0,1.0,2.0,1.0,5.0,58.0,36.0,21.0,9.0,9.0,2.0,6.0,7.0,3865.0,86.0,678.0,1,Holger Rune
307,2023-0308,Munich,Clay,32,A,20230417,294,126203,2.0,,Taylor Fritz,R,196.0,USA,25.4,106233,,,Dominic Thiem,R,185.0,AUT,29.6,6-3 6-4,3,QF,92.0,1.0,1.0,67.0,42.0,32.0,13.0,10.0,4.0,5.0,2.0,2.0,58.0,35.0,20.0,13.0,9.0,6.0,9.0,10.0,3245.0,101.0,580.0,1,Taylor Fritz
308,2023-0308,Munich,Clay,32,A,20230417,293,208029,1.0,,Holger Rune,R,188.0,DEN,19.9,105870,,WC,Yannick Hanfmann,R,193.0,GER,31.4,6-3 6-4,3,R16,84.0,2.0,4.0,58.0,36.0,29.0,11.0,10.0,1.0,2.0,0.0,2.0,60.0,33.0,19.0,15.0,9.0,6.0,9.0,7.0,3865.0,112.0,534.0,1,Holger Rune
309,2023-0308,Munich,Clay,32,A,20230417,286,126203,2.0,,Taylor Fritz,R,196.0,USA,25.4,105916,,,Marton Fucsovics,R,188.0,HUN,31.1,4-6 6-3 6-3,3,R16,119.0,9.0,3.0,81.0,42.0,35.0,20.0,14.0,2.0,4.0,2.0,5.0,86.0,55.0,39.0,13.0,14.0,3.0,7.0,10.0,3245.0,75.0,722.0,1,Taylor Fritz
310,2023-2841,Banja Luka,Clay,32,A,20230417,298,126094,2.0,,Andrey Rublev,R,188.0,RUS,25.4,144684,,,Alex Molcan,L,178.0,SVK,25.3,6-2 6-4,3,SF,89.0,5.0,2.0,57.0,30.0,23.0,14.0,9.0,9.0,11.0,3.0,6.0,71.0,41.0,22.0,12.0,9.0,6.0,11.0,6.0,4380.0,73.0,735.0,1,Andrey Rublev
311,2023-2841,Banja Luka,Clay,32,A,20230417,294,126094,2.0,,Andrey Rublev,R,188.0,RUS,25.4,106000,,WC,Damir Dzumhur,R,175.0,BIH,30.9,7-5 6-3,3,QF,111.0,1.0,1.0,81.0,51.0,33.0,17.0,10.0,5.0,6.0,0.0,0.0,71.0,53.0,31.0,8.0,11.0,3.0,7.0,6.0,4380.0,202.0,282.0,1,Andrey Rublev
312,2023-2841,Banja Luka,Clay,32,A,20230417,293,104925,1.0,,Novak Djokovic,R,188.0,SRB,35.9,209414,,,Luca Van Assche,R,178.0,FRA,18.9,6-7(4) 6-3 6-2,3,R16,158.0,4.0,0.0,79.0,64.0,46.0,10.0,14.0,2.0,4.0,0.0,5.0,104.0,65.0,39.0,18.0,15.0,5.0,11.0,1.0,7240.0,87.0,672.0,1,Novak Djokovic
313,2023-2841,Banja Luka,Clay,32,A,20230417,286,126094,2.0,,Andrey Rublev,R,188.0,RUS,25.4,122669,,,Juan Pablo Varillas,R,185.0,PER,27.5,6-2 6-2,3,R16,69.0,3.0,1.0,51.0,37.0,31.0,6.0,8.0,2.0,2.0,2.0,3.0,52.0,33.0,18.0,6.0,8.0,3.0,7.0,6.0,4380.0,92.0,647.0,1,Andrey Rublev
314,2023-1536,Madrid Masters,Clay,128,M,20230424,300,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,105526,,LL,Jan Lennard Struff,R,193.0,GER,32.9,6-4 3-6 6-3,3,F,145.0,2.0,3.0,91.0,64.0,43.0,15.0,14.0,6.0,8.0,4.0,5.0,104.0,53.0,40.0,23.0,14.0,8.0,11.0,2.0,6770.0,65.0,779.0,1,Carlos Alcaraz
315,2023-1536,Madrid Masters,Clay,128,M,20230424,299,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,106432,17.0,,Borna Coric,R,188.0,CRO,26.4,6-4 6-3,3,SF,100.0,4.0,3.0,58.0,38.0,27.0,13.0,9.0,1.0,2.0,2.0,2.0,62.0,38.0,23.0,10.0,10.0,2.0,6.0,2.0,6770.0,20.0,1890.0,1,Carlos Alcaraz
316,2023-1536,Madrid Masters,Clay,128,M,20230424,297,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,111575,10.0,,Karen Khachanov,R,198.0,RUS,26.9,6-4 7-5,3,QF,110.0,5.0,1.0,71.0,48.0,37.0,10.0,11.0,4.0,5.0,1.0,0.0,72.0,47.0,30.0,14.0,11.0,3.0,6.0,2.0,6770.0,12.0,2855.0,1,Carlos Alcaraz
317,2023-1536,Madrid Masters,Clay,128,M,20230424,293,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,100644,13.0,,Alexander Zverev,R,198.0,GER,26.0,6-1 6-2,3,R16,82.0,5.0,1.0,41.0,24.0,21.0,12.0,8.0,0.0,0.0,3.0,4.0,60.0,40.0,22.0,8.0,7.0,6.0,10.0,2.0,6770.0,16.0,2140.0,1,Carlos Alcaraz
318,2023-1536,Madrid Masters,Clay,128,M,20230424,288,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,126523,,,Bernabe Zapata Miralles,R,183.0,ESP,26.2,6-3 6-1,3,R16,73.0,0.0,1.0,41.0,24.0,16.0,9.0,8.0,0.0,3.0,0.0,2.0,62.0,47.0,18.0,5.0,8.0,9.0,16.0,5.0,5195.0,42.0,958.0,1,Stefanos Tsitsipas
319,2023-1536,Madrid Masters,Clay,128,M,20230424,285,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,105777,26.0,,Grigor Dimitrov,R,191.0,BUL,31.9,6-2 7-5,3,R32,90.0,3.0,0.0,51.0,35.0,26.0,12.0,10.0,1.0,2.0,2.0,2.0,54.0,29.0,18.0,12.0,10.0,2.0,6.0,2.0,6770.0,32.0,1170.0,1,Carlos Alcaraz
320,2023-1536,Madrid Masters,Clay,128,M,20230424,284,100644,13.0,,Alexander Zverev,R,198.0,GER,26.0,126409,,Q,Hugo Grenier,R,196.0,FRA,27.0,6-1 6-0,3,R32,56.0,4.0,1.0,29.0,25.0,22.0,2.0,6.0,0.0,0.0,1.0,5.0,48.0,27.0,14.0,3.0,7.0,4.0,10.0,16.0,2140.0,128.0,466.0,1,Alexander Zverev
321,2023-1536,Madrid Masters,Clay,128,M,20230424,282,126094,5.0,,Andrey Rublev,R,188.0,RUS,25.5,106415,28.0,,Yoshihito Nishioka,L,170.0,JPN,27.5,6-2 7-5,3,R32,86.0,10.0,1.0,61.0,38.0,33.0,12.0,10.0,1.0,1.0,6.0,1.0,77.0,64.0,39.0,5.0,10.0,5.0,8.0,6.0,4280.0,34.0,1138.0,1,Andrey Rublev
322,2023-1536,Madrid Masters,Clay,128,M,20230424,274,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,24.6,202104,25.0,,Sebastian Baez,R,170.0,ARG,22.3,7-5 3-6 6-3,3,R32,132.0,4.0,4.0,95.0,65.0,49.0,12.0,15.0,4.0,6.0,1.0,1.0,88.0,61.0,37.0,20.0,15.0,5.0,8.0,5.0,5195.0,31.0,1190.0,1,Stefanos Tsitsipas
323,2023-1536,Madrid Masters,Clay,128,M,20230424,273,126203,8.0,,Taylor Fritz,R,196.0,USA,25.4,106426,,,Cristian Garin,R,185.0,CHI,26.8,6-1 7-6(4),3,R32,91.0,10.0,1.0,51.0,33.0,29.0,14.0,10.0,0.0,1.0,2.0,3.0,81.0,61.0,36.0,8.0,9.0,9.0,12.0,10.0,3290.0,73.0,723.0,1,Taylor Fritz
324,2023-1536,Madrid Masters,Clay,128,M,20230424,270,106421,2.0,,Daniil Medvedev,R,198.0,RUS,27.1,207686,,Q,Alexander Shevchenko,R,185.0,KAZ,22.3,4-6 6-1 7-5,3,R32,162.0,4.0,6.0,119.0,67.0,44.0,25.0,15.0,9.0,13.0,2.0,4.0,102.0,51.0,34.0,19.0,14.0,8.0,14.0,3.0,5240.0,96.0,610.0,1,Daniil Medvedev
325,2023-1536,Madrid Masters,Clay,128,M,20230424,269,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,19.9,200325,,,Emil Ruusuvuori,R,188.0,FIN,24.0,2-6 6-4 6-2,3,R64,136.0,10.0,1.0,100.0,69.0,44.0,18.0,13.0,9.0,11.0,3.0,3.0,72.0,45.0,33.0,14.0,13.0,2.0,5.0,2.0,6770.0,41.0,977.0,1,Carlos Alcaraz
326,2023-1536,Madrid Masters,Clay,128,M,20230424,268,105777,26.0,,Grigor Dimitrov,R,191.0,BUL,31.9,106296,,,Gregoire Barrere,R,183.0,FRA,29.1,7-6(6) 7-6(2),3,R64,116.0,10.0,3.0,82.0,56.0,48.0,13.0,12.0,5.0,5.0,3.0,2.0,80.0,51.0,41.0,14.0,12.0,0.0,0.0,32.0,1170.0,56.0,848.0,1,Grigor Dimitrov
327,2023-1536,Madrid Masters,Clay,128,M,20230424,266,100644,13.0,,Alexander Zverev,R,198.0,GER,26.0,106148,,,Roberto Carballes Baena,R,183.0,ESP,30.0,6-7(6) 7-5 6-0,3,R64,205.0,12.0,4.0,107.0,65.0,52.0,21.0,15.0,8.0,9.0,2.0,1.0,103.0,65.0,42.0,19.0,15.0,4.0,9.0,16.0,2140.0,53.0,867.0,1,Alexander Zverev
